Application Number,Application: Buy Rate,Application: Funded Amount,Application: BPA Broker Negotiation,Application: Origination Fee,Application: Remittance Frequency,Primary Contact Gender,Application: Close Date,customer Age,Amount,crime_record,Applications received All Time,Applications received by last 1 Month,Applications received by last 3 Months,Applications received by last 6 Months,Average Daily Negatives,Average Monthly Sales,Avg Daily Bank Balance,Avg Number of Monthly Deposits,Brokers submitted All Time,Brokers submitted last 1 month,Brokers submitted last 3 months,Brokers submitted last 6 months,Credit Score,Daily Bank Balance v/s Daily Payment,Days,Factor Rate,Has Website,Industry,Inquiry Count,Months,Number of Trade Lines,Office Space,Open Bankruptcy,Position,Public Records,Sales to Payment,Satisfactory,Shipping State,Sum of Monthly Personal Debt,Time In Business Actual,Type,Volume - 4 Months Ago,Volume - 6 Months Ago,Volume - Three Months Ago,Yearly Total Sales,Outcome
APP-406191,1.27,75000.0,0,3.0,Daily,Male,1/5/2018,62.0,75000.0,,3.0,1.0,1.0,1.0,0.0,"166,166.43","3,694.60",13.83,2.0,1.0,1.0,1.0,686.0,7.5445,176.0,1.37,Yes,Contracting,13.0,8.0,10.0,Rent,0.0,Second,0.0,,10.0,MI,688.0,8.2,Paid Renewal,,,259211.59,"1,993,997.16",Pos
APP-405462,1.25,7000.0,0,3.0,Daily,Male,1/5/2018,44.0,7000.0,,1.0,1.0,1.0,1.0,0.0,52951.23,8712,11.0,1.0,1.0,1.0,1.0,578.0,124.4571,132.0,1.32,No,Energy,4.0,6.0,19.0,Own,0.0,First,0.0,,15.0,TX,3279.0,2.5,New Deal,,,45317.28,635414.76,Pos
APP-404758,1.375,8000.0,0,3.0,Daily,Male,1/5/2018,52.0,8000.0,,2.0,1.0,1.0,1.0,0.0,68406.29,17341.93333,26.29,1.0,1.0,1.0,1.0,584.0,191.3909,132.0,1.495,No,Landscaping,13.0,6.0,9.0,Rent,0.0,Second,0.0,,6.0,OH,6104.0,25.9,New Deal,104876.93,129906.93,101252.17,820875.48,Pos
APP-404225,1.375,9000.0,0,3.0,Daily,Male,1/5/2018,61.0,9000.0,,1.0,1.0,1.0,1.0,0.666666667,11857.95,1232.766667,31.33,1.0,1.0,1.0,1.0,585.0,12.0943,132.0,1.495,Yes,Retail,16.0,6.0,6.0,Rent,0.0,First,0.0,,5.0,NV,2491.0,6.5,New Deal,,,10429.48,142295.4,Pos
APP-403678,1.375,12000.0,0,3.0,Daily,Male,1/5/2018,50.0,12000.0,,6.0,4.0,4.0,4.0,0.0,29822.74,7206,16.25,6.0,4.0,4.0,4.0,582.0,54.4795,132.0,1.455,No,Trucking,22.0,6.0,12.0,Own,0.0,Second,0.0,,5.0,CT,2903.0,6.6,Potential Dupe,23899.9,48914.35,23510.8,357872.88,Pos
APP-408065,1.25,52000.0,0,3.0,Daily,Male,1/8/2018,52.0,52000.0,traffic,2.0,2.0,2.0,2.0,0.0,91962.74,21943.89667,45.4,1.0,1.0,1.0,1.0,701.0,40.6594,132.0,1.37,Yes,Pest Control,13.0,6.0,29.0,Own,0.0,Second,0.0,,28.0,FL,3544.0,13.7,New Deal,277546.78,60794,51764.47,1103552.88,Neg
APP-407854,1.375,6000.0,0,3.0,Daily,Male,1/8/2018,33.0,6000.0,,1.0,1.0,1.0,1.0,0.0,28074.15,7291.666667,4.33,1.0,1.0,1.0,1.0,477.0,107.3093,132.0,1.495,Yes,Construction,16.0,6.0,10.0,Rent,0.0,Second,0.0,,9.0,NY,3206.0,2.8,New Deal,47153.0,39374.12,37509.44,336889.8,Neg
APP-407788,1.375,125500.0,0,3.0,Daily,Female,1/8/2018,37.0,125500.0,,1.0,1.0,1.0,1.0,1.0,240160.56,21020.11,25.33,1.0,1.0,1.0,1.0,698.0,17.2532,154.0,1.495,Yes,Wholesale,9.0,7.0,13.0,Rent,0.0,First,0.0,,13.0,CA,3410.0,7.4,New Deal,,,239627.65,2881926.72,Neg
APP-407014,1.25,42500.0,0,3.0,Daily,Female,1/8/2018,60.0,42500.0,drug,1.0,1.0,1.0,1.0,0.0,51698.84,3063.623333,22.0,1.0,1.0,1.0,1.0,683.0,6.9454,132.0,1.37,Yes,Transportation,7.0,6.0,39.0,Rent,0.0,First,0.0,,33.0,CA,1176.0,4.9,New Deal,,,29976.66,620386.08,Neg
APP-408197,1.25,19000.0,0,3.0,Daily,Male,1/8/2018,33.0,19000.0,drug,4.0,1.0,1.0,2.0,0.333333333,23131.24,3009.346667,33.67,2.0,1.0,1.0,2.0,579.0,15.2604,132.0,1.37,Yes,Auto Repair,14.0,6.0,13.0,Own,0.0,First,0.0,,9.0,IL,1047.0,4.0,Renewal,,,27507.1,277574.88,Pos
APP-408090,1.26,20000.0,0,3.0,Daily,Male,1/8/2018,51.0,20000.0,,15.0,2.0,2.0,4.0,0.1875,44058.88,9215.77625,25.27,2.0,1.0,1.0,1.0,564.0,38.1721,154.0,1.39,Yes,Financial planning,9.0,7.0,24.0,Rent,0.0,Second,0.0,,21.0,CA,3655.0,23.0,Renewal,65895.27,43110,41850.96,528706.56,Pos
APP-408088,1.25,9500.0,0,3.0,Daily,Male,1/8/2018,35.0,9500.0,traffic,6.0,2.0,6.0,6.0,0.0,34112.6,9924.52,26.25,4.0,1.0,4.0,4.0,574.0,100.6544,132.0,1.37,No,Contracting,36.0,6.0,28.0,Rent,0.0,Second,0.0,,24.0,DE,4175.0,9.8,New Deal,34802.61,42013,26805.84,409351.2,Pos
APP-408077,1.375,5000.0,0,3.0,Daily,Male,1/8/2018,50.0,5000.0,,1.0,1.0,1.0,1.0,0.0,6608.87,1052.84,9.5,1.0,1.0,1.0,1.0,514.0,19.1669,132.0,1.505,Yes,Roofing,0.0,6.23,24.0,Rent,0.0,First,0.0,,20.0,MD,12690.0,2.8,New Deal,,,7671.18,79306.44,Pos
APP-407992,1.295,12000.0,0,3.0,Daily,Male,1/8/2018,33.0,12000.0,,1.0,1.0,1.0,1.0,0.333333333,15290.17,4339.686667,4.0,1.0,1.0,1.0,1.0,703.0,33.7352,132.0,1.415,Yes,Insurance,9.0,6.0,13.0,Rent,0.0,First,0.0,,13.0,TX,2620.0,,New Deal,,,27438.15,183482.04,Pos
APP-407987,1.375,11000.0,0,3.0,Daily,Male,1/8/2018,34.0,11000.0,,1.0,1.0,1.0,1.0,0.0,21424.21,5347.433333,8.67,1.0,1.0,1.0,1.0,513.0,42.6362,132.0,1.505,No,Construction,2.0,6.0,21.0,Rent,0.0,First,0.0,,16.0,PA,2607.0,1.3,New Deal,,,27408.85,257090.52,Pos
APP-407704,1.25,23500.0,0,3.0,Daily,Female,1/8/2018,30.0,23500.0,,2.0,1.0,1.0,2.0,0.0,28587.03,10385.032,10.3,2.0,1.0,1.0,2.0,671.0,32.3444,132.0,1.37,Yes,Law Offices,3.0,6.0,23.0,Rent,0.0,First,0.0,,23.0,TX,1253.0,1.9,Renewal,13166.47,33455.49,41771.72,343044.36,Pos
APP-407698,1.375,8000.0,0,3.0,Daily,Male,1/8/2018,33.0,8000.0,traffic,1.0,1.0,1.0,1.0,1.333333333,10826.68,1789.586667,20.33,1.0,1.0,1.0,1.0,639.0,19.7505,132.0,1.495,No,Contracting,4.0,6.0,25.0,Rent,0.0,First,0.0,,19.0,FL,1220.0,,New Deal,,,8851.64,129920.16,Pos
APP-407569,1.375,5500.0,0,3.0,Daily,Male,1/8/2018,38.0,5500.0,drug,1.0,1.0,1.0,1.0,0.0,7377,3183.658333,3.25,1.0,1.0,1.0,1.0,705.0,38.7385,132.0,1.415,Yes,Construction,5.0,6.0,16.0,Own,1.0,First,1.0,,16.0,VA,2524.0,13.7,New Deal,10434.51,4360.99,3351.94,88524,Pos
APP-407514,1.375,75000.0,0,3.0,Daily,Male,1/8/2018,65.0,75000.0,,8.0,1.0,1.0,3.0,0.0,2906318.19,107112.9733,14.33,2.0,1.0,1.0,2.0,727.0,126.0998,132.0,1.495,Yes,Contracting,17.0,6.0,29.0,Own,0.0,Second,0.0,,29.0,CT,2198.0,12.2,New Deal,3470087.97,1077076.73,7294026.08,34875818.28,Pos
APP-407397,1.25,7500.0,0,3.0,Daily,Male,1/8/2018,39.0,7500.0,,2.0,1.0,1.0,1.0,0.5,9285.7,1718.465,40.67,2.0,1.0,1.0,1.0,577.0,22.0768,132.0,1.37,Yes,Spa/Salon,9.0,6.0,15.0,Own,0.0,First,0.0,,14.0,NC,3048.0,8.8,Paid Renewal,11473.35,10948.75,6523.3,111428.4,Pos
APP-406955,1.25,10000.0,0,3.0,Daily,Female,1/8/2018,45.0,10000.0,traffic,3.0,1.0,1.0,1.0,0.0,16138.72,0,5.22,1.0,1.0,1.0,1.0,674.0,,132.0,1.35,No,Contracting,3.0,6.0,10.0,Rent,0.0,First,2.0,,10.0,MD,1299.0,2.5,Renewal,19635.0,18125,15082.5,193664.64,Pos
APP-404326,1.375,6000.0,0,3.0,Daily,Male,1/8/2018,73.0,6000.0,,1.0,1.0,1.0,1.0,0.0,7443.79,927.367,28.0,1.0,1.0,1.0,1.0,648.0,14.547,132.0,1.445,No,Spa/Salon,22.0,6.18,15.0,Rent,0.0,First,0.0,,13.0,Ca,436.0,0.7,New Deal,10535.0,,7713.07,89325.48,Pos
APP-408400,1.375,11000.0,0,3.0,Daily,Female,1/9/2018,46.0,11000.0,,2.0,1.0,2.0,2.0,0.333333333,26431.45,3852.1325,14.08,2.0,1.0,2.0,2.0,518.0,28.5583,132.0,1.495,Yes,Home renovations,8.0,6.0,25.0,Rent,0.0,Second,0.0,,24.0,MA,4533.0,2.5,Parallel,32946.63,29972.82,24836.8,317177.4,Neg
APP-408049,1.375,12000.0,0,3.0,Daily,Male,1/9/2018,36.0,12000.0,,1.0,1.0,1.0,1.0,0.0,20858.3,6432.353333,11.0,1.0,1.0,1.0,1.0,492.0,47.0132,132.0,1.505,Yes,Real Estate,20.0,6.0,26.0,Rent,0.0,First,0.0,,10.0,NC,3509.0,7.4,New Deal,,,21557.59,250299.6,Neg
APP-406801,1.25,21000.0,0,3.0,Daily,Female,1/9/2018,34.0,21000.0,traffic,1.0,1.0,1.0,1.0,3.166666667,79604.74,3264.541667,107.0,1.0,1.0,1.0,1.0,692.0,5.0568,132.0,1.495,Yes,Food & Beverage,10.0,6.0,18.0,Rent,0.0,Third,0.0,,18.0,TX,5037.0,10.9,New Deal,107882.35,64721.75,85273.42,955256.88,Neg
APP-408380,1.25,15000.0,0,3.0,Daily,Male,1/9/2018,62.0,15000.0,,2.0,1.0,1.0,2.0,0.0,18107.15,9674.891667,8.5,2.0,1.0,1.0,2.0,567.0,62.6166,132.0,1.37,Yes,Law Offices,7.0,6.05,19.0,Rent,0.0,First,0.0,,17.0,FL,11954.0,,Renewal,18385.13,17871.21,14894.02,217285.8,Pos
APP-407481,1.25,5500.0,0,3.0,Daily,Male,1/9/2018,48.0,5500.0,,1.0,1.0,1.0,1.0,0.0,6371.23,5966.376667,8.67,1.0,1.0,1.0,1.0,637.0,104.5266,132.0,1.37,Yes,Contracting,9.0,6.0,16.0,Rent,0.0,First,0.0,,16.0,WA,1153.0,13.0,New Deal,,,8462.79,76454.76,Pos
APP-407285,1.375,23000.0,0,3.0,Daily,Male,1/9/2018,46.0,23000.0,,1.0,1.0,1.0,1.0,0.0,56255.86,2931.596,13.8,1.0,1.0,1.0,1.0,625.0,11.5636,132.0,1.455,Yes,Painting,22.0,6.0,26.0,Rent,1.0,Second,1.0,,22.0,KS,1793.0,,New Deal,71164.59,75869.78,58358.68,675070.32,Pos
APP-406512,1.25,7000.0,0,3.0,Daily,Male,1/9/2018,40.0,7000.0,traffic,1.0,1.0,1.0,1.0,0.0,18946.61,5080.82,15.5,1.0,1.0,1.0,1.0,588.0,72.0377,132.0,1.33,Yes,Accounting,18.0,6.0,38.0,Rent,0.0,Second,0.0,,28.0,FL,2775.0,42.6,New Deal,24742.5,17913.75,22165.55,227359.32,Pos
APP-406421,1.25,11000.0,0,3.0,Daily,Male,1/9/2018,37.0,11000.0,drug,6.0,1.0,2.0,2.0,0.0,13617.38,1829.99,41.5,4.0,1.0,2.0,2.0,495.0,16.0286,132.0,1.37,Yes,Healthcare,21.0,6.0,25.0,Rent,0.0,First,0.0,,19.0,CA,4066.0,3.3,Renewal,11150.54,10450,19014.8,163408.56,Pos
APP-404604,1.28,153000.0,0,1.0,Daily,Female,1/10/2018,62.0,153000.0,,3.0,2.0,2.0,3.0,0.0,214233.5,38056.03778,27.11,2.0,2.0,2.0,2.0,760.0,34.3398,176.0,1.33,Yes,Insurance,4.0,8.0,21.0,Rent,0.0,Second,0.0,17.43,21.0,DE,349841.0,6.0,Renewal,188767.7,215354.49,386461.69,2570802,Neg
APP-408458,1.375,22000.0,0,3.0,Daily,Male,1/10/2018,48.0,22000.0,,1.0,1.0,1.0,1.0,2.333333333,36724.68,1814.866667,69.0,1.0,1.0,1.0,1.0,615.0,7.2355,132.0,1.505,No,Auto Repair,6.0,6.0,14.0,Rent,0.0,First,0.0,,12.0,PA,773.0,101.1,New Deal,,,35274.52,440696.16,Neg
APP-408336,1.25,25000.0,0,3.0,Daily,Female,1/10/2018,55.0,25000.0,,1.0,1.0,1.0,1.0,0.0,30211.68,4174.194,45.4,1.0,1.0,1.0,1.0,628.0,16.0874,132.0,1.37,No,Restaurant,5.0,6.0,34.0,Rent,0.0,First,0.0,,32.0,MI,1879.0,0.5,New Deal,33797.31,,33051.16,362540.16,Neg
APP-407964,1.295,11000.0,0,3.0,Daily,Male,1/10/2018,39.0,11000.0,,1.0,1.0,1.0,1.0,0.0,13671.57,1890.22,17.0,1.0,1.0,1.0,1.0,588.0,16.0297,132.0,1.415,No,HVAC,13.0,6.0,16.0,Rent,0.0,First,0.0,,8.0,FL,9744.0,4.0,New Deal,,,12971.94,164058.84,Neg
APP-408880,1.25,6800.0,0,3.0,Daily,Female,1/10/2018,50.0,6800.0,,3.0,1.0,1.0,1.0,0.0,8238.1,659.66,23.25,1.0,1.0,1.0,1.0,622.0,9.7756,132.0,1.31,Yes,Retail,2.0,6.0,18.0,Rent,0.0,First,0.0,,15.0,CA,1003.0,24.3,Paid Renewal,16533.03,,12848.19,98857.2,Pos
APP-409144,1.25,29500.0,0,3.0,Daily,Male,1/10/2018,56.0,29500.0,,1.0,1.0,1.0,1.0,0.0,93065.02,31924.155,6.92,1.0,1.0,1.0,1.0,637.0,80.3287,132.0,1.37,No,Contracting,10.0,6.0,25.0,Own,0.0,Second,0.0,,24.0,FL,4800.0,6.8,New Deal,72029.05,76974.06,182100.05,1116780.24,Pos
APP-409140,1.25,6500.0,0,3.0,Daily,Male,1/10/2018,56.0,6500.0,,2.0,1.0,1.0,1.0,0.0,18145.53,4269.3225,7.5,2.0,1.0,1.0,1.0,574.0,63.2867,132.0,1.37,No,Painting,31.0,6.0,11.0,Rent,0.0,Second,0.0,,10.0,OH,1497.0,12.0,New Deal,17063.59,18829.1,14743.53,217746.36,Pos
APP-409012,1.375,17500.0,0,3.0,Daily,Male,1/10/2018,27.0,17500.0,drug,3.0,2.0,2.0,3.0,0.0,33767.06,10006.31,4.0,3.0,2.0,2.0,3.0,556.0,50.4859,132.0,1.495,No,Electrical,22.0,6.0,22.0,Rent,0.0,Second,0.0,,21.0,AR,3677.0,1.9,New Deal,23576.86,14099.64,19600,405204.72,Pos
APP-408966,1.25,10000.0,0,3.0,Daily,Male,1/10/2018,63.0,10000.0,,2.0,1.0,1.0,1.0,0.0,17292.84,4220.213333,24.33,2.0,1.0,1.0,1.0,660.0,42.5253,132.0,1.31,Yes,Pest Control,9.0,6.0,38.0,Rent,0.0,First,0.0,,38.0,NJ,3916.0,17.7,New Deal,,,20231.61,207514.08,Pos
APP-408787,1.295,17000.0,0,3.0,Daily,Male,1/10/2018,48.0,17000.0,,2.0,1.0,1.0,2.0,0.166666667,21096.9,2897.523333,11.83,1.0,1.0,1.0,1.0,626.0,15.9003,132.0,1.415,No,Transportation,23.0,6.0,13.0,Own,1.0,First,2.0,,12.0,CA,2689.0,5.2,Renewal,,,16237.98,253162.8,Pos
APP-408677,1.25,14500.0,0,3.0,Daily,Female,1/10/2018,50.0,14500.0,,1.0,1.0,1.0,1.0,0.0,17648.42,3756.382857,26.14,1.0,1.0,1.0,1.0,619.0,25.8861,132.0,1.37,Yes,Entertainment,2.0,6.0,36.0,Own,0.0,First,0.0,,21.0,GA,4400.0,2.3,New Deal,15818.09,30587.63,22431.93,211781.04,Pos
APP-408611,1.25,10000.0,0,3.0,Daily,Male,1/10/2018,50.0,10000.0,traffic,1.0,1.0,1.0,1.0,0.0,17837.66,1884.48375,24.25,1.0,1.0,1.0,1.0,743.0,18.2941,132.0,1.37,Yes,Manufacturing,7.0,6.05,16.0,Rent,0.0,First,0.0,,16.0,MA,5389.0,4.0,New Deal,26788.67,,19503.52,214051.92,Pos
APP-408205,1.25,50000.0,0,3.0,Daily,Female,1/10/2018,56.0,50000.0,,12.0,1.0,4.0,5.0,0.0,320862.33,0,53.62,3.0,1.0,2.0,3.0,620.0,,132.0,1.38,No,Technology,12.0,6.0,24.0,Rent,0.0,Second,0.0,,23.0,AL,4785.0,18.6,Parallel,433684.0,362332,258956,3850347.96,Pos
APP-407860,1.27,98000.0,0,3.0,Daily,Male,1/10/2018,61.0,98000.0,,7.0,1.0,1.0,2.0,0.166666667,122215.62,31744.81833,24.0,4.0,1.0,1.0,2.0,623.0,42.2307,176.0,1.35,Yes,Wholesale,19.0,8.0,30.0,Rent,0.0,Second,0.0,,30.0,FL,25554.0,3.6,Renewal,177817.21,,158507.25,1466587.44,Pos
APP-407837,1.25,11500.0,0,3.0,Daily,Male,1/10/2018,67.0,11500.0,traffic,9.0,1.0,1.0,1.0,2.571428571,13989.61,-22.71428571,22.14,3.0,1.0,1.0,1.0,677.0,,132.0,1.37,No,Restaurant,0.0,6.0,2.0,Own,0.0,First,0.0,,2.0,GA,50.0,5.0,Renewal,13430.0,12218,16582,167875.32,Pos
APP-407566,1.25,9500.0,0,3.0,Daily,Female,1/10/2018,44.0,9500.0,,1.0,1.0,1.0,1.0,0.0,25767.87,18882.85,4.0,1.0,1.0,1.0,1.0,633.0,191.5096,132.0,1.37,No,Plumbing,18.0,6.0,42.0,Rent,1.0,Second,1.0,,42.0,IN,2529.0,0.7,New Deal,59726.34,16321.39,41813.92,309214.44,Pos
APP-407323,1.27,180000.0,0,3.0,Daily,Male,1/10/2018,178.0,180000.0,,5.0,1.0,2.0,3.0,0.571428571,719436.37,52553.68714,38.14,3.0,1.0,1.0,2.0,633.0,28.9178,176.0,1.39,No,Manufacturing,31.0,8.0,21.0,Rent,0.0,Third,0.0,,19.0,CA,6895.0,394.2,Renewal,593701.94,610339.58,877224.22,8633236.44,Pos
APP-406940,1.28,250000.0,0,3.0,Daily,Male,1/10/2018,64.0,250000.0,,5.0,1.0,1.0,1.0,0.166666667,404097.74,72867.22333,120.71,3.0,1.0,1.0,1.0,692.0,43.0563,198.0,1.35,Yes,Transportation,39.0,9.0,10.0,Rent,0.0,Third,0.0,,10.0,CA,1461.0,32.0,Paid Renewal,390099.45,404074.34,401849.56,4849172.88,Pos
APP-406757,1.37,33000.0,0,3.0,Daily,Male,1/10/2018,49.0,33000.0,traffic,9.0,3.0,3.0,5.0,1.333333333,39983.42,1636.1,29.5,7.0,3.0,3.0,4.0,567.0,4.7769,132.0,1.37,No,Restaurant,66.0,6.0,32.0,Rent,0.0,First,0.0,,17.0,TX,3674.0,6.5,Renewal,35377.65,44280.64,39972.88,479801.04,Pos
APP-404750,1.25,8000.0,0,3.0,Daily,Male,1/10/2018,39.0,8000.0,,1.0,1.0,1.0,1.0,0.0,50320.01,12136.91333,30.67,1.0,1.0,1.0,1.0,685.0,146.175,132.0,1.37,No,Law Offices,4.0,6.0,50.0,Rent,0.0,Second,0.0,,48.0,CA,20280.0,,New Deal,,,52719.29,603840.12,Pos
APP-402482,1.25,35500.0,0,3.0,Daily,Male,1/10/2018,52.0,35500.0,drug,1.0,1.0,1.0,1.0,0.0,42994.68,52799.35,4.33,1.0,1.0,1.0,1.0,741.0,148.7306,132.0,1.32,No,Recreation,2.0,6.0,19.0,Rent,0.0,First,0.0,,19.0,TN,4261.0,1.1,New Deal,,,49251,515936.16,Pos
APP-409645,1.375,13000.0,0,3.0,Daily,Male,1/11/2018,62.0,13000.0,traffic,1.0,1.0,1.0,1.0,1.0,25028.33,2480,10.33,1.0,1.0,1.0,1.0,599.0,16.8444,132.0,1.495,No,Construction,16.0,6.0,27.0,Rent,0.0,Second,0.0,,26.0,AL,2040.0,6.2,New Deal,,,25350,300339.96,Pos
APP-409342,1.27,30000.0,0,3.0,Daily,Male,1/11/2018,55.0,30000.0,,5.0,1.0,1.0,2.0,0.0,37270.13,23283.755,4.78,2.0,1.0,1.0,2.0,588.0,,176.0,0.0,Yes,Law Offices,20.0,6.0,47.0,Rent,0.0,First,1.0,,40.0,TX,18354.0,4.4,Renewal,52260.57,53181.63,44800,447241.56,Pos
APP-408795,1.375,11000.0,0,3.0,Daily,Male,1/11/2018,32.0,11000.0,,1.0,1.0,1.0,1.0,1.333333333,28752.57,3866.196667,15.33,1.0,1.0,1.0,1.0,523.0,31.0339,132.0,1.495,Yes,Landscaping,28.0,6.0,37.0,Rent,0.0,Fourth,0.0,,31.0,PA,3930.0,5.4,New Deal,,,45225.43,345030.84,Pos
APP-408659,1.375,20000.0,0,3.0,Daily,Male,1/11/2018,38.0,20000.0,traffic,1.0,1.0,1.0,1.0,0.0,37691.76,7804.94,36.0,1.0,1.0,1.0,1.0,630.0,34.4559,132.0,1.495,Yes,Restaurant,21.0,6.0,26.0,Rent,0.0,First,0.0,,23.0,WA,3312.0,1.3,New Deal,,,79770.67,452301.12,Pos
APP-408604,1.27,100000.0,0,3.0,Daily,Female,1/11/2018,,100000.0,drug,5.0,1.0,1.0,2.0,0.527777778,1532696.2,63401.59194,109.17,3.0,1.0,1.0,2.0,735.0,85.7553,176.0,1.35,Yes,Printing,68.0,8.0,4.0,Rent,0.0,Second,0.0,,4.0,CA,557.0,2.4,Parallel,1393093.59,1605132.33,1130716.13,18392354.4,Pos
APP-408456,1.255,195000.0,0,3.0,Daily,Male,1/11/2018,58.0,195000.0,,13.0,3.0,4.0,8.0,0.0,411416.33,52837.885,30.0,9.0,3.0,3.0,5.0,664.0,29.921,143.0,1.295,Yes,Accounting,80.0,6.5,26.0,Rent,0.0,Second,0.0,,26.0,FL,8719.0,21.6,Renewal,364369.84,623980.11,535892.37,4936995.96,Pos
APP-408327,1.295,10500.0,0,3.0,Daily,Male,1/11/2018,72.0,10500.0,,1.0,1.0,1.0,1.0,2.0,13250,0,4.0,1.0,1.0,1.0,1.0,644.0,,132.0,1.415,Yes,Construction,13.0,6.0,38.0,Rent,0.0,First,0.0,,37.0,NC,4494.0,31.5,New Deal,,,18485.1,159000,Pos
APP-407946,1.25,6000.0,0,3.0,Daily,Male,1/11/2018,51.0,6000.0,,2.0,2.0,2.0,2.0,0.0,22347,7788.505,29.0,2.0,2.0,2.0,2.0,574.0,125.0763,132.0,1.37,Yes,Plumbing,10.0,6.0,26.0,Own,0.0,Second,0.0,,10.0,IL,4710.0,8.2,New Deal,33591.08,,20830.63,268164,Pos
APP-406893,1.25,23000.0,0,3.0,Daily,Female,1/11/2018,55.0,23000.0,,2.0,1.0,2.0,2.0,1.777777778,61880.49,2445.826875,82.0,2.0,1.0,2.0,2.0,642.0,6.9957,132.0,1.35,No,Restaurant,9.0,6.0,10.0,Rent,1.0,Second,1.0,,9.0,CA,4942.0,12.0,New Deal,68176.91,54983.24,51438.32,742565.88,Pos
APP-406381,1.295,35000.0,0,3.0,Daily,Male,1/11/2018,47.0,35000.0,,1.0,1.0,1.0,1.0,0.0,87323.64,26234.78667,4.33,1.0,1.0,1.0,1.0,639.0,69.924,132.0,1.415,Yes,Contracting,13.0,6.0,19.0,Rent,0.0,Second,0.0,,13.0,OH,1904.0,5.2,New Deal,83377.4,61452.55,165767.5,1047883.68,Pos
APP-404829,1.295,15500.0,0,3.0,Daily,Male,1/11/2018,50.0,15500.0,,1.0,1.0,1.0,1.0,2.0,19547.75,1354.273333,24.33,1.0,1.0,1.0,1.0,519.0,8.1504,132.0,1.415,No,Auto Repair,9.0,6.0,39.0,Rent,0.0,First,0.0,,35.0,PA,3003.0,7.1,New Deal,,,24510.6,234573,Pos
APP-409243,1.295,34500.0,0,3.0,Daily,Female,1/12/2018,53.0,34500.0,traffic,1.0,1.0,1.0,1.0,0.0,42809.26,12214.84333,13.67,1.0,1.0,1.0,1.0,645.0,33.0283,132.0,1.415,Yes,Marketing,4.0,6.0,36.0,Rent,0.0,First,0.0,,34.0,WA,27438.0,10.5,New Deal,,,39286.2,513711.12,Neg
APP-409185,1.375,50000.0,0,3.0,Daily,Male,1/12/2018,41.0,50000.0,,1.0,1.0,1.0,1.0,0.0,131138.84,15302.02667,13.0,1.0,1.0,1.0,1.0,665.0,28.1515,132.0,1.435,Yes,HVAC,33.0,6.0,14.0,Rent,0.0,First,0.0,,14.0,OH,1248.0,2.5,New Deal,,,74325.92,1573666.08,Neg
APP-408248,1.27,12500.0,0,3.0,Daily,Male,1/12/2018,57.0,12500.0,,6.0,1.0,1.0,1.0,2.333333333,13273.12,824.5016667,19.67,2.0,1.0,1.0,1.0,538.0,8.3519,176.0,1.39,No,Business Consulting,6.0,8.0,5.0,Rent,0.0,First,1.0,,1.0,CA,3122.0,10.0,Renewal,14219.0,20155,15040.77,159277.44,Neg
APP-407135,1.25,5500.0,0,3.0,Daily,Male,1/12/2018,42.0,5500.0,,3.0,1.0,2.0,2.0,0.0,37252.47,6993.063333,7.0,2.0,1.0,1.0,1.0,662.0,122.5133,132.0,1.37,No,Contracting,14.0,6.0,23.0,Own,0.0,Third,0.0,,23.0,IA,2829.0,6.7,New Deal,,,43501.11,447029.64,Neg
APP-410235,1.295,49000.0,0,3.0,Daily,Male,1/12/2018,49.0,49000.0,drug,2.0,1.0,1.0,1.0,0.25,126476.78,15827.3825,11.0,2.0,1.0,1.0,1.0,676.0,30.1319,132.0,1.415,Yes,Law Offices,17.0,6.0,35.0,Rent,1.0,Second,2.0,,18.0,GA,2557.0,8.5,New Deal,173870.22,125514.9,129462.86,1517721.36,Pos
APP-409954,1.27,41500.0,0,3.0,Daily,Male,1/12/2018,45.0,41500.0,,5.0,1.0,1.0,2.0,0.25,38384.41,3637.175,32.11,2.0,1.0,1.0,2.0,553.0,10.247,176.0,1.39,No,Marketing,6.0,8.0,31.0,Own,0.0,First,0.0,,13.0,NE,939.0,15.7,Renewal,34615.83,34538.66,37879.66,460612.92,Pos
APP-409900,1.27,31000.0,0,3.0,Daily,Male,1/12/2018,55.0,31000.0,,4.0,1.0,1.0,3.0,0.0,28601.24,6350.885,17.0,1.0,1.0,1.0,1.0,618.0,25.94,176.0,1.39,Yes,Insurance,12.0,8.0,12.0,Own,1.0,First,4.0,,12.0,CA,1299.0,26.3,Renewal,21202.09,12237.09,32080.82,343214.88,Pos
APP-409546,1.27,48000.0,0,3.0,Daily,Male,1/12/2018,43.0,48000.0,drug,5.0,2.0,2.0,3.0,0.142857143,132111.02,17852.33571,45.0,3.0,1.0,1.0,2.0,762.0,41.2291,176.0,1.39,Yes,Restaurant,21.0,8.0,28.0,Rent,0.0,Second,0.0,,27.0,NY,2065.0,3.0,Paid Renewal,113620.78,220273.64,135410.28,1585332.24,Pos
APP-409183,1.375,10000.0,0,3.0,Daily,Male,1/12/2018,58.0,10000.0,drug,1.0,1.0,1.0,1.0,1.666666667,21020.06,1661.786667,52.0,1.0,1.0,1.0,1.0,648.0,14.8839,133.0,1.485,No,Restaurant,4.0,6.05,10.0,Rent,0.0,First,0.0,,10.0,OH,451.0,6.9,New Deal,,,18855.82,252240.72,Pos
